Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,Invoice_Num_Int,Is_Duplicate,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Leakage,Anomaly_type
INV104971,CUST001711,SVC3882,AGT002,2023-09-12,Paid,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2023-09-11,2023-10-12,Circle-West,500,456.55,31,104971,0,2023,9,12,2023,9,11,2023,10,12,32,Yes,Usage mismatch
INV104972,CUST000554,SVC1897,AGT039,2025-07-31,Paid,Bill Payment,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2025-07-27,2025-08-27,Metro-B,100,48.28,31,104972,0,2025,7,31,2025,7,27,2025,8,27,32,Yes,Usage mismatch
INV104977,CUST007819,SVC3803,AGT084,2024-07-27,Paid,Bill Payment,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-07-23,2024-08-20,Circle-East,10,0.61,28,104977,0,2024,7,27,2024,7,23,2024,8,20,29,Yes,Usage mismatch
INV104988,CUST007765,SVC6387,AGT071,2024-11-15,Paid,Renewal,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-11-14,2024-12-12,Rural-Zone,5,3.2,28,104988,0,2024,11,15,2024,11,14,2024,12,12,29,Yes,Usage mismatch
INV104990,CUST002847,SVC4651,AGT090,2025-01-31,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-01-26,2025-02-26,Circle-North,40,16.46,31,104990,0,2025,1,31,2025,1,26,2025,2,26,32,Yes,Usage mismatch
INV104992,CUST001004,SVC2303,AGT074,2024-02-23,Paid,Bill Payment,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-02-19,2024-03-21,Metro-B,1000,727.84,31,104992,0,2024,2,23,2024,2,19,2024,3,21,32,Yes,Usage mismatch
INV104995,CUST005509,SVC5765,AGT092,2024-10-12,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-10-09,2024-11-06,Circle-North,40,9.95,28,104995,0,2024,10,12,2024,10,9,2024,11,6,29,Yes,Usage mismatch
INV104997,CUST004483,SVC8257,AGT045,2024-10-13,Paid,Renewal,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-10-10,2024-11-07,Metro-A,750,593.63,28,104997,0,2024,10,13,2024,10,10,2024,11,7,29,Yes,Usage mismatch
INV105000,CUST002151,SVC4358,AGT098,2024-03-11,Paid,Bill Payment,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2024-03-10,2024-04-07,Rural-Zone,100,77.63,28,105000,0,2024,3,11,2024,3,10,2024,4,7,29,Yes,Usage mismatch
INV105001,CUST006039,SVC2009,AGT105,2025-07-12,Paid,Bill Payment,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-07-07,2025-08-04,Rural-Zone,40,18.41,28,105001,0,2025,7,12,2025,7,7,2025,8,4,29,Yes,Usage mismatch
INV105002,CUST003184,SVC5125,AGT008,2025-07-15,Paid,Recharge,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2025-07-10,2025-08-07,Rural-Zone,100,77.96,28,105002,0,2025,7,15,2025,7,10,2025,8,7,29,Yes,Usage mismatch
INV105003,CUST001391,SVC4691,AGT091,2025-07-18,Paid,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-07-14,2025-08-11,Metro-B,500,9.23,28,105003,0,2025,7,18,2025,7,14,2025,8,11,29,Yes,Usage mismatch
INV105005,CUST002938,SVC9387,AGT069,2024-12-06,Paid,Bill Payment,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-12-02,2024-12-30,Metro-A,75,14.57,28,105005,0,2024,12,6,2024,12,2,2024,12,30,29,Yes,Usage mismatch
INV105010,CUST000444,SVC6001,AGT073,2025-02-19,Paid,Bill Payment,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2025-02-18,2025-03-21,Circle-West,100,17.2,31,105010,0,2025,2,19,2025,2,18,2025,3,21,32,Yes,Usage mismatch
INV105015,CUST002847,SVC9528,AGT030,2024-05-16,Paid,Plan Change,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-05-14,2024-06-11,Circle-East,5,1.17,28,105015,0,2024,5,16,2024,5,14,2024,6,11,29,Yes,Usage mismatch
INV105025,CUST005762,SVC9382,AGT131,2025-07-11,Paid,Bill Payment,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2025-07-08,2025-08-08,Rural-Zone,30,9.04,31,105025,0,2025,7,11,2025,7,8,2025,8,8,32,Yes,Usage mismatch
INV105026,CUST005001,SVC4757,AGT007,2025-03-07,Paid,Renewal,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-03-04,2025-04-01,Metro-A,25,21.01,28,105026,0,2025,3,7,2025,3,4,2025,4,1,29,Yes,Usage mismatch
INV105027,CUST004883,SVC2604,AGT058,2024-05-05,Paid,Recharge,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-05-03,2024-05-31,Circle-East,40,9.03,28,105027,0,2024,5,5,2024,5,3,2024,5,31,29,Yes,Usage mismatch
INV105028,CUST003996,SVC8944,AGT124,2025-04-30,Paid,Plan Change,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2025-04-27,2025-05-25,Rural-Zone,750,438.36,28,105028,0,2025,4,30,2025,4,27,2025,5,25,29,Yes,Usage mismatch
INV105029,CUST000947,SVC3689,AGT082,2025-02-11,Paid,New Connection,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-02-08,2025-03-08,Metro-B,5,0.78,28,105029,0,2025,2,11,2025,2,8,2025,3,8,29,Yes,Usage mismatch
INV105030,CUST001126,SVC3956,AGT059,2025-03-15,Paid,Recharge,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-03-14,2025-04-11,Metro-A,500,136.79,28,105030,0,2025,3,15,2025,3,14,2025,4,11,29,Yes,Usage mismatch
INV105035,CUST004929,SVC5428,AGT047,2024-04-15,Paid,Bill Payment,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-04-14,2024-05-15,Circle-South,200,151.81,31,105035,0,2024,4,15,2024,4,14,2024,5,15,32,Yes,Usage mismatch
INV105036,CUST001555,SVC4284,AGT082,2024-01-02,Paid,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2023-12-31,2024-01-28,Rural-Zone,500,195.58,28,105036,0,2024,1,2,2023,12,31,2024,1,28,29,Yes,Usage mismatch
INV105043,CUST007652,SVC8594,AGT127,2024-04-04,Paid,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-04-02,2024-04-30,Circle-North,200,16.2,28,105043,0,2024,4,4,2024,4,2,2024,4,30,29,Yes,Usage mismatch
INV105044,CUST007203,SVC9763,AGT013,2024-03-05,Paid,New Connection,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-03-02,2024-03-30,Circle-North,150,132.7,28,105044,0,2024,3,5,2024,3,2,2024,3,30,29,Yes,Usage mismatch
INV105046,CUST000159,SVC4532,AGT099,2025-07-28,Paid,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2025-07-27,2025-08-24,Circle-East,10,9.34,28,105046,0,2025,7,28,2025,7,27,2025,8,24,29,Yes,Usage mismatch
INV105048,CUST001859,SVC1777,AGT046,2024-07-25,Paid,New Connection,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-07-22,2024-08-19,Circle-East,75,61.69,28,105048,0,2024,7,25,2024,7,22,2024,8,19,29,Yes,Usage mismatch
INV105050,CUST001685,SVC2416,AGT014,2023-12-05,Paid,Plan Change,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2023-11-30,2023-12-31,Metro-B,100,70.67,31,105050,0,2023,12,5,2023,11,30,2023,12,31,32,Yes,Usage mismatch
INV105053,CUST002900,SVC1877,AGT053,2024-01-21,Paid,Recharge,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,2024-01-16,2024-02-13,Metro-B,50,14.1,28,105053,0,2024,1,21,2024,1,16,2024,2,13,29,Yes,Usage mismatch
INV105062,CUST002628,SVC5307,AGT144,2024-02-16,Paid,Recharge,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-02-11,2024-03-10,Rural-Zone,1000,405.8,28,105062,0,2024,2,16,2024,2,11,2024,3,10,29,Yes,Usage mismatch
INV105066,CUST003311,SVC8193,AGT134,2024-05-11,Paid,Bill Payment,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-05-06,2024-06-03,Circle-North,200,103.23,28,105066,0,2024,5,11,2024,5,6,2024,6,3,29,Yes,Usage mismatch
INV105067,CUST003382,SVC8902,AGT019,2024-09-12,Paid,Bill Payment,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,2024-09-10,2024-10-11,Circle-East,50,38.16,31,105067,0,2024,9,12,2024,9,10,2024,10,11,32,Yes,Usage mismatch
INV105068,CUST000865,SVC1332,AGT003,2024-07-11,Paid,Plan Change,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-07-09,2024-08-06,Rural-Zone,150,62.57,28,105068,0,2024,7,11,2024,7,9,2024,8,6,29,Yes,Usage mismatch
INV105069,CUST006567,SVC8960,AGT090,2023-10-17,Paid,Recharge,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2023-10-13,2023-11-13,Circle-North,1000,302.26,31,105069,0,2023,10,17,2023,10,13,2023,11,13,32,Yes,Usage mismatch
INV105075,CUST006570,SVC3346,AGT115,2024-08-12,Paid,Renewal,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2024-08-10,2024-09-07,Metro-B,500,462.98,28,105075,0,2024,8,12,2024,8,10,2024,9,7,29,Yes,Usage mismatch
INV105076,CUST007942,SVC7548,AGT114,2025-03-06,Paid,Recharge,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-03-05,2025-04-02,Metro-A,25,1.02,28,105076,0,2025,3,6,2025,3,5,2025,4,2,29,Yes,Usage mismatch
INV105077,CUST001765,SVC3167,AGT095,2024-08-19,Paid,Recharge,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-08-15,2024-09-15,Circle-West,75,4.49,31,105077,0,2024,8,19,2024,8,15,2024,9,15,32,Yes,Usage mismatch
INV105086,CUST003823,SVC6657,AGT085,2024-01-13,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2024-01-10,2024-02-07,Circle-North,500,157.38,28,105086,0,2024,1,13,2024,1,10,2024,2,7,29,Yes,Usage mismatch
INV105089,CUST000868,SVC9585,AGT107,2025-05-15,Paid,Recharge,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-05-13,2025-06-13,Rural-Zone,5,0.07,31,105089,0,2025,5,15,2025,5,13,2025,6,13,32,Yes,Usage mismatch
INV105090,CUST006108,SVC9014,AGT142,2025-04-26,Paid,New Connection,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2025-04-23,2025-05-21,Metro-B,750,126.74,28,105090,0,2025,4,26,2025,4,23,2025,5,21,29,Yes,Usage mismatch
INV105092,CUST007761,SVC8113,AGT080,2025-02-10,Paid,Bill Payment,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-02-06,2025-03-09,Metro-A,15,9.02,31,105092,0,2025,2,10,2025,2,6,2025,3,9,32,Yes,Usage mismatch
INV105093,CUST002440,SVC6368,AGT066,2024-01-01,Paid,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2023-12-28,2024-01-25,Circle-East,200,186.96,28,105093,0,2024,1,1,2023,12,28,2024,1,25,29,Yes,Usage mismatch
INV105103,CUST002898,SVC4987,AGT070,2024-11-10,Paid,Plan Change,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-11-06,2024-12-07,Metro-A,200,40.25,31,105103,0,2024,11,10,2024,11,6,2024,12,7,32,Yes,Usage mismatch
INV105108,CUST001620,SVC3702,AGT101,2024-10-18,Paid,Recharge,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-10-13,2024-11-13,Circle-West,200,72.7,31,105108,0,2024,10,18,2024,10,13,2024,11,13,32,Yes,Usage mismatch
INV105115,CUST007683,SVC5580,AGT039,2025-05-13,Paid,New Connection,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-05-10,2025-06-10,Metro-A,25,17.29,31,105115,0,2025,5,13,2025,5,10,2025,6,10,32,Yes,Usage mismatch
INV105120,CUST002940,SVC3590,AGT080,2024-03-29,Paid,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-03-27,2024-04-24,Circle-West,150,25.04,28,105120,0,2024,3,29,2024,3,27,2024,4,24,29,Yes,Usage mismatch
INV105122,CUST007305,SVC5816,AGT145,2024-12-26,Paid,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2024-12-21,2025-01-18,Circle-North,100,39.07,28,105122,0,2024,12,26,2024,12,21,2025,1,18,29,Yes,Usage mismatch
INV105124,CUST005705,SVC9413,AGT150,2023-09-02,Paid,New Connection,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2023-08-28,2023-09-25,Circle-North,100,33.11,28,105124,0,2023,9,2,2023,8,28,2023,9,25,29,Yes,Usage mismatch
INV105126,CUST006286,SVC3526,AGT001,2025-07-17,Paid,Bill Payment,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-07-15,2025-08-15,Metro-B,15,6.13,31,105126,0,2025,7,17,2025,7,15,2025,8,15,32,Yes,Usage mismatch
INV105128,CUST004833,SVC8202,AGT091,2024-09-24,Paid,New Connection,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-09-20,2024-10-21,Circle-South,150,6.72,31,105128,0,2024,9,24,2024,9,20,2024,10,21,32,Yes,Usage mismatch
INV105129,CUST004478,SVC6140,AGT102,2024-11-10,Paid,Bill Payment,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-11-09,2024-12-10,Circle-East,40,37.88,31,105129,0,2024,11,10,2024,11,9,2024,12,10,32,Yes,Usage mismatch
INV105131,CUST006132,SVC3050,AGT026,2024-12-29,Paid,Bill Payment,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-12-26,2025-01-23,Circle-South,40,6.47,28,105131,0,2024,12,29,2024,12,26,2025,1,23,29,Yes,Usage mismatch
INV105136,CUST000796,SVC7576,AGT063,2023-10-25,Paid,Plan Change,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2023-10-22,2023-11-19,Metro-B,30,14.29,28,105136,0,2023,10,25,2023,10,22,2023,11,19,29,Yes,Usage mismatch
INV105138,CUST007098,SVC6514,AGT006,2024-08-23,Paid,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-08-22,2024-09-19,Circle-South,5,3.93,28,105138,0,2024,8,23,2024,8,22,2024,9,19,29,Yes,Usage mismatch
INV105145,CUST002724,SVC1044,AGT025,2024-07-18,Paid,Bill Payment,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-07-14,2024-08-14,Circle-South,75,6.86,31,105145,0,2024,7,18,2024,7,14,2024,8,14,32,Yes,Usage mismatch
INV105149,CUST006929,SVC8551,AGT075,2024-02-24,Paid,Bill Payment,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-02-22,2024-03-21,Metro-A,150,29.39,28,105149,0,2024,2,24,2024,2,22,2024,3,21,29,Yes,Usage mismatch
INV105156,CUST001042,SVC6405,AGT084,2023-09-22,Paid,Bill Payment,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2023-09-17,2023-10-18,Circle-South,15,1.51,31,105156,0,2023,9,22,2023,9,17,2023,10,18,32,Yes,Usage mismatch
INV105159,CUST000711,SVC3708,AGT087,2023-09-16,Paid,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2023-09-12,2023-10-10,Rural-Zone,25,5.43,28,105159,0,2023,9,16,2023,9,12,2023,10,10,29,Yes,Usage mismatch
INV105160,CUST006362,SVC8515,AGT035,2023-12-11,Paid,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2023-12-10,2024-01-07,Circle-West,500,201.37,28,105160,0,2023,12,11,2023,12,10,2024,1,7,29,Yes,Usage mismatch
INV105165,CUST007498,SVC1868,AGT055,2024-02-28,Paid,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-02-26,2024-03-25,Metro-A,200,154.95,28,105165,0,2024,2,28,2024,2,26,2024,3,25,29,Yes,Usage mismatch
INV105170,CUST005320,SVC4345,AGT035,2025-04-12,Paid,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2025-04-11,2025-05-09,Circle-East,75,38.4,28,105170,0,2025,4,12,2025,4,11,2025,5,9,29,Yes,Usage mismatch
INV105174,CUST006444,SVC3696,AGT123,2024-12-29,Paid,New Connection,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-12-28,2025-01-25,Rural-Zone,75,38.47,28,105174,0,2024,12,29,2024,12,28,2025,1,25,29,Yes,Usage mismatch
INV105178,CUST007966,SVC1483,AGT045,2024-12-31,Paid,Renewal,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,2024-12-28,2025-01-28,Circle-West,50,14.81,31,105178,0,2024,12,31,2024,12,28,2025,1,28,32,Yes,Usage mismatch
INV105184,CUST003439,SVC6226,AGT024,2024-04-19,Paid,Bill Payment,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-04-15,2024-05-16,Circle-South,1000,591.2,31,105184,0,2024,4,19,2024,4,15,2024,5,16,32,Yes,Usage mismatch
INV105187,CUST005372,SVC2415,AGT127,2024-05-09,Paid,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-05-04,2024-06-04,Circle-West,75,60.87,31,105187,0,2024,5,9,2024,5,4,2024,6,4,32,Yes,Usage mismatch
INV105188,CUST001403,SVC8185,AGT148,2024-03-31,Paid,Recharge,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-03-27,2024-04-27,Metro-B,5,0.01,31,105188,0,2024,3,31,2024,3,27,2024,4,27,32,Yes,Usage mismatch
INV105189,CUST006945,SVC5754,AGT051,2024-06-23,Paid,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-06-20,2024-07-18,Metro-A,1000,420.33,28,105189,0,2024,6,23,2024,6,20,2024,7,18,29,Yes,Usage mismatch
INV105190,CUST006416,SVC5699,AGT109,2025-05-19,Paid,Renewal,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2025-05-15,2025-06-15,Circle-East,75,29.93,31,105190,0,2025,5,19,2025,5,15,2025,6,15,32,Yes,Usage mismatch
INV105192,CUST004763,SVC3313,AGT043,2025-06-21,Paid,Recharge,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-06-19,2025-07-20,Rural-Zone,500,99.52,31,105192,0,2025,6,21,2025,6,19,2025,7,20,32,Yes,Usage mismatch
INV105193,CUST003049,SVC9046,AGT137,2023-08-29,Paid,Renewal,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2023-08-28,2023-09-25,Rural-Zone,40,17.88,28,105193,0,2023,8,29,2023,8,28,2023,9,25,29,Yes,Usage mismatch
INV105197,CUST006309,SVC3468,AGT109,2025-04-24,Paid,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-04-20,2025-05-21,Metro-B,25,2.33,31,105197,0,2025,4,24,2025,4,20,2025,5,21,32,Yes,Usage mismatch
INV105202,CUST001006,SVC8330,AGT054,2025-07-12,Paid,Bill Payment,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2025-07-07,2025-08-07,Circle-West,40,13.13,31,105202,0,2025,7,12,2025,7,7,2025,8,7,32,Yes,Usage mismatch
INV105206,CUST003799,SVC3522,AGT040,2024-03-26,Paid,Recharge,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-03-23,2024-04-23,Circle-West,75,38.56,31,105206,0,2024,3,26,2024,3,23,2024,4,23,32,Yes,Usage mismatch
INV105207,CUST003608,SVC8485,AGT114,2025-07-08,Paid,Bill Payment,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-07-07,2025-08-07,Circle-South,15,6.41,31,105207,0,2025,7,8,2025,7,7,2025,8,7,32,Yes,Usage mismatch
INV105209,CUST002962,SVC4531,AGT125,2024-12-28,Paid,Renewal,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-12-23,2025-01-23,Circle-West,40,8.25,31,105209,0,2024,12,28,2024,12,23,2025,1,23,32,Yes,Usage mismatch
INV105212,CUST002467,SVC1351,AGT103,2025-07-28,Paid,Plan Change,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2025-07-27,2025-08-24,Circle-South,750,100.63,28,105212,0,2025,7,28,2025,7,27,2025,8,24,29,Yes,Usage mismatch
INV105213,CUST002853,SVC8795,AGT038,2024-07-01,Paid,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2024-06-27,2024-07-25,Circle-West,30,17.08,28,105213,0,2024,7,1,2024,6,27,2024,7,25,29,Yes,Usage mismatch
INV105215,CUST006651,SVC9371,AGT110,2024-12-14,Paid,Recharge,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-12-13,2025-01-13,Circle-West,1000,550.0,31,105215,0,2024,12,14,2024,12,13,2025,1,13,32,Yes,Usage mismatch
INV105222,CUST003563,SVC9449,AGT019,2024-08-27,Paid,Plan Change,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2024-08-23,2024-09-23,Metro-A,15,1.67,31,105222,0,2024,8,27,2024,8,23,2024,9,23,32,Yes,Usage mismatch
INV105224,CUST002099,SVC6223,AGT092,2023-09-19,Paid,Recharge,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2023-09-17,2023-10-18,Metro-B,500,411.65,31,105224,0,2023,9,19,2023,9,17,2023,10,18,32,Yes,Usage mismatch
INV105228,CUST003534,SVC4418,AGT106,2023-12-21,Paid,New Connection,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2023-12-18,2024-01-18,Rural-Zone,750,9.28,31,105228,0,2023,12,21,2023,12,18,2024,1,18,32,Yes,Usage mismatch
INV105230,CUST001191,SVC2134,AGT071,2023-12-28,Paid,Renewal,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,2023-12-24,2024-01-24,Circle-East,50,39.56,31,105230,0,2023,12,28,2023,12,24,2024,1,24,32,Yes,Usage mismatch
INV105234,CUST002227,SVC5462,AGT004,2024-12-21,Paid,Bill Payment,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2024-12-16,2025-01-16,Metro-B,25,13.01,31,105234,0,2024,12,21,2024,12,16,2025,1,16,32,Yes,Usage mismatch
INV105237,CUST002530,SVC5459,AGT101,2025-02-07,Paid,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2025-02-03,2025-03-03,Metro-A,200,111.04,28,105237,0,2025,2,7,2025,2,3,2025,3,3,29,Yes,Usage mismatch
INV105239,CUST006985,SVC6910,AGT096,2024-04-28,Paid,Recharge,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2024-04-23,2024-05-21,Circle-North,5,3.96,28,105239,0,2024,4,28,2024,4,23,2024,5,21,29,Yes,Usage mismatch
INV105242,CUST000221,SVC3262,AGT117,2024-05-07,Paid,Recharge,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,2024-05-03,2024-06-03,Circle-North,75,42.21,31,105242,0,2024,5,7,2024,5,3,2024,6,3,32,Yes,Usage mismatch
INV105246,CUST001777,SVC4212,AGT047,2025-05-04,Paid,Bill Payment,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2025-05-03,2025-06-03,Circle-North,150,43.99,31,105246,0,2025,5,4,2025,5,3,2025,6,3,32,Yes,Usage mismatch
INV105248,CUST002952,SVC6729,AGT056,2025-04-29,Paid,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2025-04-28,2025-05-29,Circle-North,1000,47.14,31,105248,0,2025,4,29,2025,4,28,2025,5,29,32,Yes,Usage mismatch
INV105253,CUST005193,SVC7537,AGT057,2024-11-25,Paid,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2024-11-22,2024-12-20,Circle-South,25,18.46,28,105253,0,2024,11,25,2024,11,22,2024,12,20,29,Yes,Usage mismatch
INV105256,CUST007263,SVC3624,AGT141,2025-05-29,Paid,Bill Payment,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2025-05-25,2025-06-25,Circle-South,200,59.29,31,105256,0,2025,5,29,2025,5,25,2025,6,25,32,Yes,Usage mismatch
