Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,Invoice_Num_Int,Is_Duplicate,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Leakage,Anomaly_type
INV101745,CUST004135,SVC3464,AGT119,2024-12-09,Pending,Recharge,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-12-04,2025-01-03,Circle-West,1000,531.7,30,101745,0,2024,12,9,2024,12,4,2025,1,3,31,No,No anomaly
INV101746,CUST000966,SVC5237,AGT023,2024-08-24,Pending,Bill Payment,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2024-08-23,2024-09-20,Metro-A,5,1.09,28,101746,0,2024,8,24,2024,8,23,2024,9,20,29,No,No anomaly
INV101747,CUST002328,SVC4672,AGT086,2024-05-10,Paid,Recharge,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-05-06,2024-06-05,Metro-A,10,1.68,30,101747,0,2024,5,10,2024,5,6,2024,6,5,31,No,No anomaly
INV101749,CUST003712,SVC9383,AGT080,2025-06-28,Pending,Plan Change,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2025-06-25,2025-07-26,Circle-South,500,12.17,31,101749,0,2025,6,28,2025,6,25,2025,7,26,32,No,No anomaly
INV101752,CUST002118,SVC7474,AGT123,2024-09-02,Pending,Plan Change,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-09-01,2024-10-02,Circle-East,500,65.29,31,101752,0,2024,9,2,2024,9,1,2024,10,2,32,No,No anomaly
INV101753,CUST006825,SVC2038,AGT023,2024-01-25,Pending,Renewal,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2024-01-24,2024-02-24,Metro-B,40,0.84,31,101753,0,2024,1,25,2024,1,24,2024,2,24,32,No,No anomaly
INV101754,CUST004913,SVC3674,AGT053,2024-05-19,Pending,Recharge,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2024-05-17,2024-06-17,Metro-B,75,47.11,31,101754,0,2024,5,19,2024,5,17,2024,6,17,32,No,Usage mismatch
INV101757,CUST007152,SVC4166,AGT075,2024-06-19,Pending,Renewal,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2024-06-15,2024-07-15,Rural-Zone,75,46.33,30,101757,0,2024,6,19,2024,6,15,2024,7,15,31,No,No anomaly
INV101758,CUST003967,SVC2070,AGT133,2024-02-23,Pending,Plan Change,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-02-22,2024-03-21,Circle-North,750,538.37,28,101758,0,2024,2,23,2024,2,22,2024,3,21,29,No,No anomaly
INV101762,CUST002140,SVC6137,AGT013,2024-01-10,Pending,New Connection,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2024-01-09,2024-02-06,Circle-East,40,12.93,28,101762,0,2024,1,10,2024,1,9,2024,2,6,29,No,No anomaly
INV101765,CUST007995,SVC3060,AGT026,2024-10-14,Pending,Bill Payment,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-10-10,2024-11-09,Circle-North,750,177.09,30,101765,0,2024,10,14,2024,10,10,2024,11,9,31,No,No anomaly
INV101766,CUST000403,SVC1405,AGT147,2023-11-21,Pending,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-11-20,2023-12-21,Metro-B,25,11.53,31,101766,0,2023,11,21,2023,11,20,2023,12,21,32,No,No anomaly
INV101768,CUST006465,SVC8140,AGT068,2025-07-09,Pending,Plan Change,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2025-07-05,2025-08-02,Rural-Zone,750,35.63,28,101768,0,2025,7,9,2025,7,5,2025,8,2,29,No,No anomaly
INV101769,CUST002785,SVC9806,AGT008,2024-08-17,Pending,Bill Payment,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2024-08-14,2024-09-11,Rural-Zone,25,17.96,28,101769,0,2024,8,17,2024,8,14,2024,9,11,29,No,No anomaly
INV101770,CUST001987,SVC7054,AGT067,2025-07-25,Paid,Recharge,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-07-23,2025-08-22,Rural-Zone,25,10.1,30,101770,0,2025,7,25,2025,7,23,2025,8,22,31,No,No anomaly
INV101771,CUST003249,SVC6472,AGT089,2025-01-26,Pending,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2025-01-23,2025-02-20,Metro-A,100,5.15,28,101771,0,2025,1,26,2025,1,23,2025,2,20,29,No,No anomaly
INV101772,CUST002410,SVC3966,AGT116,2025-03-03,Paid,Recharge,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2025-03-01,2025-03-31,Circle-West,750,124.62,30,101772,0,2025,3,3,2025,3,1,2025,3,31,31,No,No anomaly
INV101775,CUST004824,SVC9458,AGT102,2024-02-17,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-02-16,2024-03-17,Circle-South,750,77.2,30,101775,0,2024,2,17,2024,2,16,2024,3,17,31,No,No anomaly
INV101776,CUST007230,SVC6871,AGT114,2024-02-26,Paid,New Connection,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2024-02-25,2024-03-26,Circle-North,500,274.47,30,101776,0,2024,2,26,2024,2,25,2024,3,26,31,No,No anomaly
INV101777,CUST005232,SVC7963,AGT020,2023-10-30,Pending,Plan Change,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2023-10-26,2023-11-26,Metro-A,15,12.15,31,101777,0,2023,10,30,2023,10,26,2023,11,26,32,No,Usage mismatch
INV101778,CUST006224,SVC8843,AGT088,2024-08-24,Pending,Plan Change,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-08-19,2024-09-18,Circle-North,50,10.87,30,101778,0,2024,8,24,2024,8,19,2024,9,18,31,No,No anomaly
INV101779,CUST007977,SVC3765,AGT095,2023-12-18,Pending,Renewal,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2023-12-17,2024-01-17,Metro-B,750,394.8,31,101779,0,2023,12,18,2023,12,17,2024,1,17,32,No,No anomaly
INV101780,CUST007198,SVC5148,AGT093,2024-09-28,Paid,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2024-09-23,2024-10-23,Metro-A,15,7.17,30,101780,0,2024,9,28,2024,9,23,2024,10,23,31,No,No anomaly
INV101781,CUST003828,SVC6546,AGT038,2023-09-29,Pending,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2023-09-26,2023-10-24,Metro-A,750,203.21,28,101781,0,2023,9,29,2023,9,26,2023,10,24,29,No,No anomaly
INV101782,CUST004402,SVC9048,AGT022,2024-02-09,Pending,Recharge,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-02-07,2024-03-08,Rural-Zone,100,27.12,30,101782,0,2024,2,9,2024,2,7,2024,3,8,31,No,No anomaly
INV101783,CUST000252,SVC4139,AGT143,2025-05-12,Paid,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-05-09,2025-06-08,Circle-West,15,6.97,30,101783,0,2025,5,12,2025,5,9,2025,6,8,31,No,No anomaly
INV101786,CUST007218,SVC6006,AGT004,2024-02-24,Pending,New Connection,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2024-02-22,2024-03-24,Rural-Zone,30,24.16,31,101786,0,2024,2,24,2024,2,22,2024,3,24,32,No,No anomaly
INV101787,CUST004139,SVC5695,AGT132,2024-11-21,Pending,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-11-20,2024-12-21,Circle-South,200,83.7,31,101787,0,2024,11,21,2024,11,20,2024,12,21,32,No,No anomaly
INV101788,CUST007828,SVC6889,AGT067,2025-05-20,Pending,Renewal,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2025-05-17,2025-06-14,Metro-A,15,13.06,28,101788,0,2025,5,20,2025,5,17,2025,6,14,29,No,No anomaly
INV101790,CUST003740,SVC9230,AGT132,2023-12-21,Paid,Renewal,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2023-12-16,2024-01-15,Circle-East,1000,139.73,30,101790,0,2023,12,21,2023,12,16,2024,1,15,31,No,No anomaly
INV101791,CUST004323,SVC9429,AGT040,2023-11-28,Pending,Bill Payment,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2023-11-23,2023-12-24,Circle-North,750,704.07,31,101791,0,2023,11,28,2023,11,23,2023,12,24,32,No,Usage mismatch
INV101792,CUST006880,SVC8363,AGT036,2025-08-29,Pending,Renewal,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-08-27,2025-09-27,Metro-B,10,0.99,31,101792,0,2025,8,29,2025,8,27,2025,9,27,32,No,No anomaly
INV101793,CUST001434,SVC5387,AGT034,2024-09-11,Pending,Plan Change,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-09-06,2024-10-07,Circle-East,50,33.75,31,101793,0,2024,9,11,2024,9,6,2024,10,7,32,No,Usage mismatch
INV101795,CUST004642,SVC4442,AGT045,2024-05-15,Paid,Bill Payment,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-05-11,2024-06-10,Circle-East,750,672.39,30,101795,0,2024,5,15,2024,5,11,2024,6,10,31,No,No anomaly
INV101797,CUST003109,SVC2877,AGT012,2024-04-20,Pending,New Connection,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-04-15,2024-05-15,Rural-Zone,50,21.91,30,101797,0,2024,4,20,2024,4,15,2024,5,15,31,No,No anomaly
INV101799,CUST005324,SVC4997,AGT022,2024-07-06,Pending,Bill Payment,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2024-07-04,2024-08-03,Rural-Zone,30,26.46,30,101799,0,2024,7,6,2024,7,4,2024,8,3,31,No,No anomaly
INV101802,CUST007348,SVC7388,AGT109,2023-11-17,Pending,Renewal,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2023-11-16,2023-12-16,Metro-A,30,12.34,30,101802,0,2023,11,17,2023,11,16,2023,12,16,31,No,No anomaly
INV101804,CUST003846,SVC1687,AGT134,2024-12-20,Pending,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-12-16,2025-01-15,Circle-North,1000,733.8,30,101804,0,2024,12,20,2024,12,16,2025,1,15,31,No,No anomaly
INV101806,CUST004326,SVC4835,AGT139,2025-04-03,Pending,Recharge,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2025-03-29,2025-04-26,Circle-East,15,11.18,28,101806,0,2025,4,3,2025,3,29,2025,4,26,29,No,No anomaly
INV101807,CUST000596,SVC6965,AGT008,2024-05-06,Pending,Renewal,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-05-01,2024-05-29,Circle-East,200,148.5,28,101807,0,2024,5,6,2024,5,1,2024,5,29,29,No,No anomaly
INV101809,CUST007893,SVC9552,AGT148,2024-09-17,Pending,Bill Payment,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-09-13,2024-10-13,Rural-Zone,50,21.59,30,101809,0,2024,9,17,2024,9,13,2024,10,13,31,No,No anomaly
INV101810,CUST000048,SVC7038,AGT036,2024-10-07,Paid,New Connection,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-10-04,2024-11-03,Circle-South,150,78.84,30,101810,0,2024,10,7,2024,10,4,2024,11,3,31,No,No anomaly
INV101812,CUST006531,SVC3370,AGT072,2023-10-15,Paid,New Connection,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2023-10-14,2023-11-13,Circle-West,40,20.59,30,101812,0,2023,10,15,2023,10,14,2023,11,13,31,No,No anomaly
INV101813,CUST001155,SVC8823,AGT086,2024-12-30,Pending,Bill Payment,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-12-26,2025-01-25,Metro-A,750,126.13,30,101813,0,2024,12,30,2024,12,26,2025,1,25,31,No,No anomaly
INV101814,CUST001081,SVC2724,AGT142,2024-02-23,Pending,Renewal,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2024-02-20,2024-03-22,Circle-North,5,1.27,31,101814,0,2024,2,23,2024,2,20,2024,3,22,32,No,Usage mismatch
INV101815,CUST001036,SVC1047,AGT148,2024-12-07,Pending,Plan Change,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2024-12-04,2025-01-03,Rural-Zone,10,7.41,30,101815,0,2024,12,7,2024,12,4,2025,1,3,31,No,No anomaly
INV101816,CUST000408,SVC2038,AGT103,2024-07-08,Paid,Plan Change,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-07-03,2024-08-02,Circle-North,10,8.91,30,101816,0,2024,7,8,2024,7,3,2024,8,2,31,No,No anomaly
INV101817,CUST001115,SVC5562,AGT121,2024-02-11,Paid,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2024-02-07,2024-03-08,Metro-B,25,5.02,30,101817,0,2024,2,11,2024,2,7,2024,3,8,31,No,No anomaly
INV101819,CUST000594,SVC7381,AGT139,2024-02-17,Paid,Renewal,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-02-16,2024-03-17,Circle-South,10,9.44,30,101819,0,2024,2,17,2024,2,16,2024,3,17,31,No,No anomaly
INV101821,CUST000663,SVC1714,AGT093,2025-05-17,Pending,Plan Change,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2025-05-16,2025-06-16,Rural-Zone,5,0.88,31,101821,0,2025,5,17,2025,5,16,2025,6,16,32,No,No anomaly
INV101824,CUST004550,SVC4495,AGT106,2025-04-22,Pending,Renewal,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2025-04-17,2025-05-18,Circle-East,100,39.25,31,101824,0,2025,4,22,2025,4,17,2025,5,18,32,No,No anomaly
INV101825,CUST000722,SVC9432,AGT037,2025-02-06,Pending,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-02-05,2025-03-05,Rural-Zone,25,19.86,28,101825,0,2025,2,6,2025,2,5,2025,3,5,29,No,No anomaly
INV101826,CUST002723,SVC1743,AGT040,2024-02-11,Paid,Renewal,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-02-09,2024-03-10,Circle-East,40,1.35,30,101826,0,2024,2,11,2024,2,9,2024,3,10,31,No,No anomaly
INV101827,CUST002432,SVC4495,AGT093,2024-11-17,Paid,Recharge,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-11-15,2024-12-15,Circle-East,750,333.64,30,101827,0,2024,11,17,2024,11,15,2024,12,15,31,No,No anomaly
INV101828,CUST002237,SVC9940,AGT112,2025-05-19,Paid,New Connection,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2025-05-15,2025-06-14,Circle-South,30,11.56,30,101828,0,2025,5,19,2025,5,15,2025,6,14,31,No,No anomaly
INV101830,CUST006536,SVC5881,AGT104,2025-03-29,Pending,Plan Change,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2025-03-27,2025-04-24,Metro-A,15,13.13,28,101830,0,2025,3,29,2025,3,27,2025,4,24,29,No,No anomaly
INV101831,CUST005773,SVC1821,AGT101,2025-06-11,Pending,Renewal,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-06-07,2025-07-07,Circle-East,25,22.02,30,101831,0,2025,6,11,2025,6,7,2025,7,7,31,No,No anomaly
INV101832,CUST004625,SVC3994,AGT003,2025-01-03,Pending,Bill Payment,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2024-12-31,2025-01-30,Circle-East,25,3.79,30,101832,0,2025,1,3,2024,12,31,2025,1,30,31,No,No anomaly
INV101833,CUST002536,SVC1451,AGT027,2025-07-11,Pending,Plan Change,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-07-10,2025-08-09,Metro-A,25,14.94,30,101833,0,2025,7,11,2025,7,10,2025,8,9,31,No,No anomaly
INV101837,CUST006223,SVC1831,AGT021,2024-09-29,Paid,Renewal,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-09-28,2024-10-28,Circle-North,1000,816.94,30,101837,0,2024,9,29,2024,9,28,2024,10,28,31,No,No anomaly
INV101838,CUST007296,SVC6567,AGT009,2024-07-01,Pending,Recharge,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-06-26,2024-07-24,Metro-A,100,41.81,28,101838,0,2024,7,1,2024,6,26,2024,7,24,29,No,No anomaly
INV101840,CUST003217,SVC5716,AGT056,2025-04-05,Paid,Renewal,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2025-04-04,2025-05-04,Circle-West,200,1.85,30,101840,0,2025,4,5,2025,4,4,2025,5,4,31,No,No anomaly
INV101842,CUST007454,SVC2536,AGT057,2025-08-08,Pending,Renewal,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2025-08-07,2025-09-06,Circle-East,1000,595.52,30,101842,0,2025,8,8,2025,8,7,2025,9,6,31,No,No anomaly
INV101844,CUST004732,SVC1213,AGT005,2023-11-12,Pending,Recharge,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2023-11-08,2023-12-08,Circle-South,50,27.05,30,101844,0,2023,11,12,2023,11,8,2023,12,8,31,No,No anomaly
INV101845,CUST003912,SVC5305,AGT012,2024-09-07,Pending,Plan Change,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-09-02,2024-10-02,Circle-East,200,136.25,30,101845,0,2024,9,7,2024,9,2,2024,10,2,31,No,No anomaly
INV101847,CUST006948,SVC3575,AGT086,2024-06-04,Pending,Renewal,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-05-31,2024-06-28,Metro-B,50,17.91,28,101847,0,2024,6,4,2024,5,31,2024,6,28,29,No,No anomaly
INV101848,CUST003109,SVC6129,AGT066,2025-07-07,Pending,Plan Change,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2025-07-06,2025-08-05,Metro-B,30,6.06,30,101848,0,2025,7,7,2025,7,6,2025,8,5,31,No,No anomaly
INV101849,CUST000501,SVC4060,AGT147,2024-12-07,Pending,Plan Change,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2024-12-02,2024-12-30,Rural-Zone,5,0.87,28,101849,0,2024,12,7,2024,12,2,2024,12,30,29,No,No anomaly
INV101852,CUST003638,SVC4603,AGT035,2025-05-17,Paid,Bill Payment,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,2025-05-16,2025-06-15,Circle-North,50,18.24,30,101852,0,2025,5,17,2025,5,16,2025,6,15,31,No,No anomaly
INV101853,CUST004634,SVC4048,AGT023,2023-11-08,Pending,Plan Change,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2023-11-05,2023-12-03,Circle-West,1000,307.11,28,101853,0,2023,11,8,2023,11,5,2023,12,3,29,No,No anomaly
INV101854,CUST007810,SVC4936,AGT108,2023-11-18,Pending,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2023-11-16,2023-12-14,Metro-A,750,33.08,28,101854,0,2023,11,18,2023,11,16,2023,12,14,29,No,No anomaly
INV101855,CUST000637,SVC5191,AGT119,2024-08-13,Pending,Recharge,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-08-10,2024-09-07,Circle-West,500,247.31,28,101855,0,2024,8,13,2024,8,10,2024,9,7,29,No,No anomaly
INV101856,CUST002821,SVC3655,AGT058,2025-08-01,Paid,Bill Payment,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-07-28,2025-08-27,Metro-B,500,43.15,30,101856,0,2025,8,1,2025,7,28,2025,8,27,31,No,No anomaly
INV101859,CUST004511,SVC2336,AGT081,2025-04-07,Pending,Bill Payment,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2025-04-02,2025-05-02,Circle-South,750,236.77,30,101859,0,2025,4,7,2025,4,2,2025,5,2,31,No,No anomaly
INV101860,CUST000365,SVC1824,AGT087,2025-08-16,Pending,Plan Change,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2025-08-15,2025-09-14,Circle-East,750,396.16,30,101860,0,2025,8,16,2025,8,15,2025,9,14,31,No,No anomaly
INV101861,CUST001267,SVC9331,AGT149,2024-06-30,Pending,Recharge,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-06-25,2024-07-25,Rural-Zone,500,289.11,30,101861,0,2024,6,30,2024,6,25,2024,7,25,31,No,No anomaly
INV101863,CUST005123,SVC4746,AGT035,2024-08-03,Pending,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-08-01,2024-09-01,Circle-North,100,50.98,31,101863,0,2024,8,3,2024,8,1,2024,9,1,32,No,No anomaly
INV101864,CUST005990,SVC3157,AGT135,2025-01-11,Pending,New Connection,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2025-01-07,2025-02-04,Circle-South,30,18.66,28,101864,0,2025,1,11,2025,1,7,2025,2,4,29,No,No anomaly
INV101867,CUST006364,SVC3140,AGT129,2025-05-23,Paid,New Connection,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2025-05-20,2025-06-19,Circle-North,200,7.87,30,101867,0,2025,5,23,2025,5,20,2025,6,19,31,No,No anomaly
INV101869,CUST000787,SVC9802,AGT058,2025-03-29,Pending,Plan Change,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-03-26,2025-04-23,Metro-A,10,8.58,28,101869,0,2025,3,29,2025,3,26,2025,4,23,29,No,No anomaly
INV101871,CUST006433,SVC1477,AGT068,2024-06-12,Paid,Plan Change,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-06-07,2024-07-07,Circle-West,200,22.67,30,101871,0,2024,6,12,2024,6,7,2024,7,7,31,No,No anomaly
INV101872,CUST001236,SVC2329,AGT052,2023-10-10,Pending,New Connection,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2023-10-05,2023-11-04,Circle-South,1000,372.29,30,101872,0,2023,10,10,2023,10,5,2023,11,4,31,No,No anomaly
INV101873,CUST003020,SVC7843,AGT101,2024-11-16,Pending,Recharge,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2024-11-13,2024-12-13,Metro-A,75,39.7,30,101873,0,2024,11,16,2024,11,13,2024,12,13,31,No,No anomaly
INV101876,CUST005303,SVC7175,AGT043,2024-02-02,Pending,Recharge,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-01-29,2024-02-29,Metro-B,100,0.81,31,101876,0,2024,2,2,2024,1,29,2024,2,29,32,No,No anomaly
INV101877,CUST007936,SVC3406,AGT066,2024-09-21,Paid,Plan Change,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-09-17,2024-10-17,Circle-South,150,12.61,30,101877,0,2024,9,21,2024,9,17,2024,10,17,31,No,No anomaly
INV101878,CUST001240,SVC2661,AGT132,2025-08-02,Pending,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2025-07-30,2025-08-30,Metro-A,500,126.61,31,101878,0,2025,8,2,2025,7,30,2025,8,30,32,No,No anomaly
INV101880,CUST001647,SVC6551,AGT062,2025-03-20,Pending,Plan Change,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2025-03-15,2025-04-15,Circle-North,200,50.1,31,101880,0,2025,3,20,2025,3,15,2025,4,15,32,No,No anomaly
INV101881,CUST001843,SVC5022,AGT067,2024-05-16,Pending,Plan Change,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2024-05-15,2024-06-12,Metro-A,15,7.58,28,101881,0,2024,5,16,2024,5,15,2024,6,12,29,No,No anomaly
INV101882,CUST004334,SVC9183,AGT104,2024-04-02,Pending,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-04-01,2024-05-01,Circle-West,500,402.96,30,101882,0,2024,4,2,2024,4,1,2024,5,1,31,No,No anomaly
INV101883,CUST006522,SVC8430,AGT103,2023-10-31,Pending,Bill Payment,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-10-27,2023-11-24,Circle-West,25,11.86,28,101883,0,2023,10,31,2023,10,27,2023,11,24,29,No,No anomaly
INV101884,CUST004623,SVC8736,AGT070,2024-04-23,Paid,Recharge,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2024-04-20,2024-05-20,Circle-West,25,10.37,30,101884,0,2024,4,23,2024,4,20,2024,5,20,31,No,No anomaly
INV101885,CUST001037,SVC2295,AGT046,2024-09-27,Paid,Renewal,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-09-23,2024-10-23,Circle-North,750,645.49,30,101885,0,2024,9,27,2024,9,23,2024,10,23,31,No,No anomaly
INV101886,CUST007675,SVC6019,AGT131,2024-09-22,Pending,New Connection,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2024-09-21,2024-10-22,Circle-North,75,65.93,31,101886,0,2024,9,22,2024,9,21,2024,10,22,32,No,No anomaly
