Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Leakage_Flag,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Anomaly_Type,Invoice_Num_Int,Is_Duplicate,actual_billing_amnt
INV12231,CUST3909,SRV001,2023-07-29,Pending,No Leakage,Sale,Debit Card,Detergent (1kg),No Service,Household,No Service,9,324.0,1800.0,2124.0,0.0,2124.0,200.0,0.18,0,0,Branch B,CASH007,SUP132,17:30:52,Regular,Phone,No Anomaly,12231,0,2124.0
INV12234,CUST3112,SRV001,2024-08-20,Paid,Anomaly,Return,Cheque,Soap (100g),No Service,Personal Care,No Service,8,16.0,320.0,336.0,257.9616053439931,78.03839465600691,40.0,0.05,0,0,Branch A,CASH020,SUP130,06:19:39,Regular,Phone,Under Payment,12234,0,336.0
INV12235,CUST2616,SRV002,2023-06-05,Pending,Anomaly,Sale,Cheque,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,5,17.5,350.0,307.2083003079368,0.0,307.2083003079368,70.0,0.05,40,0,Branch B,CASH015,SUP186,23:12:56,Regular,Phone,Missing Charges,12235,0,407.5
INV12241,CUST9032,SRV001,2023-01-26,Pending,No Leakage,Sale,Net Banking,Bananas (1kg),No Service,Fruits,No Service,5,30.0,250.0,280.0,0.0,280.0,50.0,0.12,0,0,Main Store,CASH014,SUP129,09:22:26,New,Phone,No Anomaly,12241,0,280.0
INV12242,CUST7671,SRV001,2024-04-22,Paid,No Leakage,Sale,Credit Card,Toothpaste (150g),No Service,Personal Care,No Service,5,15.0,300.0,315.0,315.0,0.0,60.0,0.05,0,0,Main Store,CASH018,SUP113,12:26:07,Regular,Phone,No Anomaly,12242,0,315.0
INV12243,CUST4309,SRV001,2024-06-19,Pending,No Leakage,Return,Debit Card,Tomatoes (1kg),No Service,Fresh Vegetables,No Service,5,27.0,150.0,177.0,0.0,177.0,30.0,0.18,0,0,Online,CASH004,SUP181,08:35:29,Regular,In-Store,No Anomaly,12243,0,177.0
INV12244,CUST6392,SRV003,2024-08-16,Pending,No Leakage,Sale,Cheque,Bananas (1kg),Express Delivery,Fruits,Delivery Services,4,24.0,200.0,304.0,0.0,304.0,50.0,0.12,80,0,Branch A,CASH019,SUP142,14:37:03,Premium,Phone,No Anomaly,12244,0,304.0
INV12249,CUST6429,SRV001,2023-04-02,Paid,Anomaly,Sale,UPI,Potatoes (1kg),No Service,Fresh Vegetables,No Service,4,16.8,140.0,156.8,126.88781718460488,29.912182815395127,35.0,0.12,0,0,Online,CASH008,SUP123,09:39:54,Wholesale,Phone,Under Payment,12249,0,156.8
INV12255,CUST1942,SRV001,2023-07-30,Failed,Anomaly,Return,Cash,Fish (1kg),No Service,Meat & Fish,No Service,3,108.0,900.0,1008.0,315.6429602214037,692.3570397785963,300.0,0.12,0,0,Online,CASH016,SUP151,01:36:59,Wholesale,Online,Payment Status Mismatch,12255,0,1008.0
INV12256,CUST6253,SRV003,2024-08-13,Paid,No Leakage,Sale,Debit Card,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,6,252.0,2100.0,2432.0,2432.0,0.0,350.0,0.12,80,0,Branch A,CASH014,SUP199,09:05:47,Wholesale,Online,No Anomaly,12256,0,2432.0
INV12257,CUST1000,SRV002,2024-10-19,Paid,No Leakage,Return,Cheque,Apples (1kg),Standard Delivery,Fruits,Delivery Services,4,86.39999999999999,480.0,606.4,606.4,0.0,120.0,0.18,40,0,Main Store,CASH008,SUP108,02:11:44,Regular,In-Store,No Anomaly,12257,0,606.4
INV12259,CUST7706,SRV003,2023-05-02,Failed,No Leakage,Sale,UPI,Soap (100g),Express Delivery,Personal Care,Delivery Services,4,28.8,160.0,268.8,0.0,268.8,40.0,0.18,80,0,Branch A,CASH004,SUP185,08:56:38,Regular,Phone,No Anomaly,12259,0,268.8
INV12261,CUST5580,SRV001,2024-03-11,Failed,Anomaly,Sale,Debit Card,Cooking Oil (1L),No Service,Pantry Staples,No Service,8,216.0,1200.0,1416.0,272.2951373251525,1143.7048626748474,150.0,0.18,0,0,Branch B,CASH017,SUP129,18:25:14,New,Online,Payment Status Mismatch,12261,0,1416.0
INV12270,CUST2622,SRV001,2023-03-06,Failed,No Leakage,Return,Cash,Detergent (1kg),No Service,Household,No Service,7,252.0,1400.0,1652.0,0.0,1652.0,200.0,0.18,0,0,Online,CASH016,SUP103,18:58:03,Premium,In-Store,No Anomaly,12270,0,1652.0
INV12274,CUST6573,SRV003,2023-04-22,Paid,Anomaly,Return,Net Banking,Milk (1L),Express Delivery,Dairy & Eggs,Delivery Services,5,15.0,300.0,395.0,293.63713884859845,101.36286115140156,60.0,0.05,80,0,Branch A,CASH009,SUP158,19:54:02,New,Online,Under Payment,12274,0,395.0
INV12275,CUST6250,SRV003,2023-08-12,Pending,No Leakage,Return,UPI,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,1,6.0,120.0,206.0,0.0,206.0,120.0,0.05,80,0,Branch A,CASH016,SUP178,03:55:33,Premium,Online,No Anomaly,12275,0,206.0
INV12277,CUST1982,SRV001,2024-11-27,Paid,Anomaly,Sale,UPI,Salt (1kg),No Service,Pantry Staples,No Service,1,2.4,20.0,22.4,24.79388102968478,-2.393881029684781,20.0,0.12,0,0,Online,CASH002,SUP168,23:00:30,New,In-Store,Excess Payment,12277,0,22.4
INV12279,CUST2687,SRV001,2024-02-14,Paid,No Leakage,Sale,Net Banking,Oranges (1kg),No Service,Fruits,No Service,2,19.2,160.0,179.2,179.2,0.0,80.0,0.12,0,0,Online,CASH015,SUP193,10:02:25,Regular,Phone,No Anomaly,12279,0,179.2
INV12282,CUST2615,SRV003,2023-05-22,Paid,No Leakage,Return,Cash,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,7,100.8,840.0,1020.8,1020.8,0.0,120.0,0.12,80,0,Main Store,CASH016,SUP178,13:01:05,Premium,Online,No Anomaly,12282,0,1020.8
INV12285,CUST9564,SRV003,2023-03-13,Paid,No Leakage,Sale,Credit Card,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,10,216.0,1200.0,1496.0,1496.0,0.0,120.0,0.18,80,0,Main Store,CASH001,SUP164,13:52:42,New,In-Store,No Anomaly,12285,0,1496.0
INV12290,CUST4081,SRV001,2023-08-01,Paid,No Leakage,Return,Debit Card,Fish (1kg),No Service,Meat & Fish,No Service,5,180.0,1500.0,1680.0,1680.0,0.0,300.0,0.12,0,0,Main Store,CASH017,SUP106,00:20:20,New,Online,No Anomaly,12290,0,1680.0
INV12293,CUST4604,SRV003,2023-08-09,Pending,No Leakage,Return,UPI,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,2,30.0,600.0,710.0,0.0,710.0,300.0,0.05,80,0,Branch A,CASH016,SUP136,04:30:32,Regular,Phone,No Anomaly,12293,0,710.0
INV12295,CUST3871,SRV001,2024-05-16,Pending,No Leakage,Sale,Credit Card,Dishwash Soap (500ml),No Service,Household,No Service,10,40.0,800.0,840.0,0.0,840.0,80.0,0.05,0,0,Branch B,CASH006,SUP180,14:46:17,Regular,Online,No Anomaly,12295,0,840.0
INV12299,CUST2196,SRV001,2024-12-04,Paid,Anomaly,Return,Net Banking,Chicken (1kg),No Service,Meat & Fish,No Service,6,270.0,1500.0,1770.0,1455.4829641162846,314.5170358837154,250.0,0.18,0,0,Branch B,CASH004,SUP137,18:25:29,Wholesale,Phone,Under Payment,12299,0,1770.0
INV12302,CUST2605,SRV002,2024-01-16,Pending,Anomaly,Return,Debit Card,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,7,87.5,1750.0,1877.5,0.0,1877.5,250.0,0.05,40,0,Branch A,CASH016,SUP152,21:17:53,Premium,Online,Duplicate Entries,12302,1,1877.5
INV12302,CUST3363,SRV002,2023-12-18,Pending,Anomaly,Sale,Net Banking,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,10,144.0,800.0,844.3024473257947,0.0,844.3024473257947,80.0,0.18,40,0,Branch A,CASH006,SUP143,20:32:28,New,In-Store,Missing Charges,12302,1,984.0
INV12307,CUST5303,SRV001,2024-01-11,Failed,Anomaly,Sale,UPI,Onions (1kg),No Service,Fresh Vegetables,No Service,1,4.8,40.0,44.8,13.417175653434809,31.38282434656519,40.0,0.12,0,0,Branch B,CASH020,SUP165,13:49:08,Premium,Online,Payment Status Mismatch,12307,0,44.8
INV12311,CUST2125,SRV001,2023-12-08,Paid,Anomaly,Sale,Credit Card,Salt (1kg),No Service,Pantry Staples,No Service,9,9.0,180.0,189.0,139.6923184002103,49.3076815997897,20.0,0.05,0,0,Branch B,CASH020,SUP138,20:56:06,New,Phone,Under Payment,12311,0,189.0
INV12314,CUST5559,SRV003,2023-07-12,Paid,Anomaly,Sale,Cash,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,4,8.0,160.0,248.0,297.5064339474393,-49.50643394743929,40.0,0.05,80,0,Branch A,CASH010,SUP167,17:01:15,Premium,In-Store,Excess Payment,12314,0,248.0
INV12315,CUST7993,SRV001,2023-02-18,Paid,Anomaly,Return,UPI,Salt (1kg),No Service,Pantry Staples,No Service,2,4.8,40.0,44.8,51.27793523191015,-6.477935231910152,20.0,0.12,0,0,Main Store,CASH005,SUP165,10:10:18,Wholesale,Online,Excess Payment,12315,0,44.8
INV12320,CUST3512,SRV002,2024-05-07,Failed,Anomaly,Sale,Debit Card,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,9,22.5,450.0,411.3752100242548,0.0,411.3752100242548,50.0,0.05,40,0,Online,CASH017,SUP179,20:52:34,Premium,In-Store,Missing Charges,12320,0,512.5
INV12323,CUST8814,SRV002,2023-10-02,Failed,No Leakage,Return,Debit Card,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,10,300.0,2500.0,2840.0,0.0,2840.0,250.0,0.12,40,0,Online,CASH003,SUP164,18:58:15,New,In-Store,No Anomaly,12323,0,2840.0
INV12328,CUST2647,SRV002,2024-02-18,Pending,No Leakage,Return,Cheque,Detergent (1kg),Standard Delivery,Household,Delivery Services,8,192.0,1600.0,1832.0,0.0,1832.0,200.0,0.12,40,0,Main Store,CASH003,SUP100,15:23:48,Wholesale,In-Store,No Anomaly,12328,0,1832.0
INV12330,CUST4413,SRV001,2023-08-08,Paid,No Leakage,Return,Cash,Bread (500g),No Service,Bakery,No Service,6,12.0,240.0,252.0,252.0,0.0,40.0,0.05,0,0,Main Store,CASH009,SUP107,00:58:07,Regular,Phone,No Anomaly,12330,0,252.0
INV12332,CUST9673,SRV003,2024-02-20,Pending,No Leakage,Sale,Debit Card,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,7,28.0,560.0,668.0,0.0,668.0,80.0,0.05,80,0,Online,CASH004,SUP168,21:11:51,Premium,Online,No Anomaly,12332,0,668.0
INV12335,CUST3532,SRV001,2023-08-16,Paid,No Leakage,Sale,Debit Card,Soap (100g),No Service,Personal Care,No Service,6,12.0,240.0,252.0,252.0,0.0,40.0,0.05,0,0,Branch A,CASH005,SUP141,09:47:40,Wholesale,Online,No Anomaly,12335,0,252.0
INV12337,CUST7906,SRV001,2023-03-24,Failed,No Leakage,Return,Cash,Rice (1kg),No Service,Grains & Cereals,No Service,8,24.0,480.0,504.0,0.0,504.0,60.0,0.05,0,0,Online,CASH020,SUP197,01:46:51,Regular,In-Store,No Anomaly,12337,0,504.0
INV12338,CUST7008,SRV003,2023-12-03,Failed,Anomaly,Return,Net Banking,Toothpaste (150g),Express Delivery,Personal Care,Delivery Services,8,57.6,480.0,617.6,70.2728816715132,547.3271183284868,60.0,0.12,80,0,Branch B,CASH009,SUP137,01:52:07,Wholesale,Phone,Payment Status Mismatch,12338,0,617.6
INV12340,CUST4057,SRV001,2024-01-04,Paid,No Leakage,Sale,Net Banking,Tomatoes (1kg),No Service,Fresh Vegetables,No Service,2,10.8,60.0,70.8,70.8,0.0,30.0,0.18,0,0,Branch B,CASH003,SUP118,22:38:12,Regular,In-Store,No Anomaly,12340,0,70.8
INV12342,CUST7485,SRV003,2024-05-11,Paid,No Leakage,Return,Cheque,Biscuits (200g),Express Delivery,Snacks,Delivery Services,7,37.8,210.0,327.8,327.8,0.0,30.0,0.18,80,0,Branch A,CASH008,SUP176,00:29:13,Regular,In-Store,No Anomaly,12342,0,327.8
INV12347,CUST9083,SRV002,2023-06-11,Pending,No Leakage,Sale,Cheque,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,8,16.0,320.0,376.0,0.0,376.0,40.0,0.05,40,0,Main Store,CASH016,SUP190,07:10:33,New,Phone,No Anomaly,12347,0,376.0
INV12354,CUST5116,SRV001,2023-02-06,Failed,No Leakage,Return,Cheque,Tomatoes (1kg),No Service,Fresh Vegetables,No Service,5,18.0,150.0,168.0,0.0,168.0,30.0,0.12,0,0,Online,CASH007,SUP122,20:37:54,Wholesale,In-Store,No Anomaly,12354,0,168.0
INV12356,CUST7797,SRV002,2024-09-26,Pending,No Leakage,Sale,Net Banking,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,10,90.0,1800.0,1930.0,0.0,1930.0,180.0,0.05,40,0,Branch A,CASH005,SUP151,16:30:13,Wholesale,Online,No Anomaly,12356,0,1930.0
INV12358,CUST2423,SRV002,2024-09-28,Paid,Anomaly,Return,Cash,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,9,27.0,540.0,607.0,698.1466360594441,-91.14663605944406,60.0,0.05,40,0,Branch A,CASH003,SUP186,14:52:04,New,Online,Excess Payment,12358,0,607.0
INV12360,CUST8754,SRV003,2023-11-01,Paid,No Leakage,Sale,Cash,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,6,216.0,1800.0,2096.0,2096.0,0.0,300.0,0.12,80,0,Main Store,CASH008,SUP113,09:48:30,Regular,In-Store,No Anomaly,12360,0,2096.0
INV12362,CUST1339,SRV001,2024-12-16,Paid,No Leakage,Sale,Net Banking,Cooking Oil (1L),No Service,Pantry Staples,No Service,9,162.0,1350.0,1512.0,1512.0,0.0,150.0,0.12,0,0,Main Store,CASH015,SUP162,06:39:03,Regular,In-Store,No Anomaly,12362,0,1512.0
INV12363,CUST5382,SRV002,2024-04-21,Paid,Anomaly,Return,Debit Card,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,6,48.6,270.0,318.6,318.6,0.0,45.0,0.18,40,0,Branch A,CASH015,SUP188,03:19:31,Wholesale,Online,Missing Charges,12363,0,358.6
INV12364,CUST9391,SRV001,2023-12-14,Failed,No Leakage,Sale,Net Banking,Bananas (1kg),No Service,Fruits,No Service,2,12.0,100.0,112.0,0.0,112.0,50.0,0.12,0,0,Main Store,CASH013,SUP118,02:46:08,Regular,In-Store,No Anomaly,12364,0,112.0
INV12366,CUST9727,SRV003,2023-10-07,Pending,No Leakage,Return,Cheque,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,9,64.8,360.0,504.8,0.0,504.8,40.0,0.18,80,0,Branch A,CASH019,SUP111,16:33:41,New,In-Store,No Anomaly,12366,0,504.8
INV12370,CUST6035,SRV002,2024-03-12,Failed,No Leakage,Return,Net Banking,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,8,360.0,2000.0,2400.0,0.0,2400.0,250.0,0.18,40,0,Branch B,CASH007,SUP187,08:26:30,New,In-Store,No Anomaly,12370,0,2400.0
INV12375,CUST6674,SRV001,2024-11-28,Paid,Anomaly,Sale,Credit Card,Bananas (1kg),No Service,Fruits,No Service,3,7.5,150.0,157.5,111.8200289947304,45.67997100526961,50.0,0.05,0,0,Online,CASH017,SUP102,23:35:27,New,In-Store,Under Payment,12375,0,157.5
INV12379,CUST2821,SRV001,2024-01-03,Paid,No Leakage,Sale,Credit Card,Lentils (1kg),No Service,Grains & Cereals,No Service,9,108.0,900.0,1008.0,1008.0,0.0,100.0,0.12,0,0,Main Store,CASH005,SUP190,06:17:26,Regular,In-Store,No Anomaly,12379,0,1008.0
INV12380,CUST3005,SRV002,2024-05-17,Failed,No Leakage,Sale,Net Banking,Chips (100g),Standard Delivery,Snacks,Delivery Services,8,8.0,160.0,208.0,0.0,208.0,20.0,0.05,40,0,Branch A,CASH017,SUP164,21:33:58,New,In-Store,No Anomaly,12380,0,208.0
INV12383,CUST2914,SRV001,2024-08-06,Pending,No Leakage,Sale,Net Banking,Lentils (1kg),No Service,Grains & Cereals,No Service,3,15.0,300.0,315.0,0.0,315.0,100.0,0.05,0,0,Branch B,CASH019,SUP186,19:03:53,Premium,Online,No Anomaly,12383,0,315.0
INV12388,CUST9253,SRV002,2024-07-08,Paid,No Leakage,Sale,Debit Card,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,1,63.0,350.0,453.0,453.0,0.0,350.0,0.18,40,0,Branch A,CASH010,SUP165,07:25:50,Wholesale,Online,No Anomaly,12388,0,453.0
INV12396,CUST5607,SRV001,2024-04-24,Pending,No Leakage,Return,Debit Card,Sugar (1kg),No Service,Pantry Staples,No Service,4,32.4,180.0,212.4,0.0,212.4,45.0,0.18,0,0,Online,CASH012,SUP107,08:38:27,Regular,In-Store,No Anomaly,12396,0,212.4
INV12397,CUST8057,SRV001,2023-08-17,Pending,No Leakage,Return,Net Banking,Bananas (1kg),No Service,Fruits,No Service,4,36.0,200.0,236.0,0.0,236.0,50.0,0.18,0,0,Branch A,CASH015,SUP165,12:50:14,Premium,Online,No Anomaly,12397,0,236.0
INV12400,CUST6253,SRV001,2023-06-12,Pending,Anomaly,Sale,Cheque,Biscuits (200g),No Service,Snacks,No Service,9,13.5,270.0,240.36062744253408,0.0,240.36062744253408,30.0,0.05,0,0,Online,CASH019,SUP163,16:14:58,Wholesale,Online,Missing Charges,12400,0,283.5
INV12408,CUST4033,SRV001,2023-11-06,Paid,Anomaly,Return,Debit Card,Butter (100g),No Service,Dairy & Eggs,No Service,1,2.5,50.0,52.5,60.55249176809836,-8.052491768098363,50.0,0.05,0,0,Online,CASH009,SUP194,06:50:06,Wholesale,In-Store,Excess Payment,12408,0,52.5
INV12411,CUST5248,SRV002,2024-08-04,Failed,No Leakage,Return,Net Banking,Detergent (1kg),Standard Delivery,Household,Delivery Services,3,108.0,600.0,748.0,0.0,748.0,200.0,0.18,40,0,Branch B,CASH017,SUP160,07:54:41,New,Online,No Anomaly,12411,0,748.0
INV12412,CUST3710,SRV001,2024-11-17,Pending,No Leakage,Sale,Cash,Biscuits (200g),No Service,Snacks,No Service,10,15.0,300.0,315.0,0.0,315.0,30.0,0.05,0,0,Branch B,CASH016,SUP173,01:03:08,Regular,Phone,No Anomaly,12412,0,315.0
INV12413,CUST9998,SRV001,2023-10-30,Paid,Anomaly,Sale,Cheque,Detergent (1kg),No Service,Household,No Service,7,168.0,1400.0,1568.0,1367.1499049124106,200.85009508758927,200.0,0.12,0,0,Branch B,CASH002,SUP147,00:31:59,New,Online,Under Payment,12413,0,1568.0
INV12416,CUST5302,SRV002,2023-06-03,Paid,No Leakage,Return,Net Banking,Biscuits (200g),Standard Delivery,Snacks,Delivery Services,3,16.2,90.0,146.2,146.2,0.0,30.0,0.18,40,0,Main Store,CASH015,SUP187,23:04:42,Regular,Phone,No Anomaly,12416,0,146.2
INV12419,CUST3792,SRV003,2024-12-08,Pending,No Leakage,Sale,Cash,Oranges (1kg),Express Delivery,Fruits,Delivery Services,4,38.4,320.0,438.4,0.0,438.4,80.0,0.12,80,0,Branch A,CASH006,SUP128,17:36:54,New,Online,No Anomaly,12419,0,438.4
INV12426,CUST6689,SRV002,2023-11-26,Failed,Anomaly,Sale,Cheque,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,4,72.0,600.0,712.0,321.9933968482009,390.0066031517991,150.0,0.12,40,0,Branch A,CASH019,SUP131,21:31:17,New,Phone,Payment Status Mismatch,12426,0,712.0
INV12429,CUST3337,SRV001,2024-11-20,Pending,No Leakage,Return,Debit Card,Cooking Oil (1L),No Service,Pantry Staples,No Service,3,81.0,450.0,531.0,0.0,531.0,150.0,0.18,0,0,Main Store,CASH010,SUP106,17:32:18,Premium,In-Store,No Anomaly,12429,0,531.0
INV12430,CUST4207,SRV002,2024-06-21,Failed,No Leakage,Return,UPI,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,2,36.0,300.0,376.0,0.0,376.0,150.0,0.12,40,0,Branch A,CASH015,SUP179,12:49:00,Premium,In-Store,No Anomaly,12430,0,376.0
INV12431,CUST1527,SRV002,2023-10-30,Pending,No Leakage,Sale,Debit Card,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,2,16.8,140.0,196.8,0.0,196.8,70.0,0.12,40,0,Branch A,CASH003,SUP117,22:47:55,New,Online,No Anomaly,12431,0,196.8
INV12433,CUST7943,SRV003,2024-06-16,Failed,No Leakage,Sale,Credit Card,Soap (100g),Express Delivery,Personal Care,Delivery Services,1,7.199999999999999,40.0,127.2,0.0,127.2,40.0,0.18,80,0,Main Store,CASH004,SUP185,15:22:23,Premium,In-Store,No Anomaly,12433,0,127.2
INV12435,CUST1945,SRV002,2023-02-18,Pending,No Leakage,Sale,Cash,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,2,15.0,300.0,355.0,0.0,355.0,150.0,0.05,40,0,Branch A,CASH012,SUP153,05:15:41,Wholesale,Online,No Anomaly,12435,0,355.0
INV12436,CUST1833,SRV002,2023-03-23,Paid,No Leakage,Return,Net Banking,Biscuits (200g),Standard Delivery,Snacks,Delivery Services,1,1.5,30.0,71.5,71.5,0.0,30.0,0.05,40,0,Branch A,CASH007,SUP156,07:41:35,Wholesale,Phone,No Anomaly,12436,0,71.5
INV12446,CUST6012,SRV003,2024-01-24,Failed,No Leakage,Sale,Net Banking,Detergent (1kg),Express Delivery,Household,Delivery Services,4,40.0,800.0,920.0,0.0,920.0,200.0,0.05,80,0,Main Store,CASH016,SUP133,01:51:27,New,In-Store,No Anomaly,12446,0,920.0
INV12449,CUST4795,SRV002,2023-06-10,Paid,No Leakage,Return,Credit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,1,14.4,80.0,134.4,134.4,0.0,80.0,0.18,40,0,Branch A,CASH010,SUP174,07:51:50,Premium,Online,No Anomaly,12449,0,134.4
INV12450,CUST1823,SRV001,2023-05-04,Paid,Anomaly,Return,Net Banking,Wheat Flour (1kg),No Service,Grains & Cereals,No Service,6,48.6,270.0,318.6,318.6,0.0,45.0,0.18,0,0,Branch B,CASH010,SUP102,19:31:32,Wholesale,In-Store,Duplicate Entries,12450,1,318.6
INV12450,CUST6250,SRV003,2024-04-23,Pending,Anomaly,Return,Credit Card,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,1,6.0,120.0,206.0,0.0,206.0,120.0,0.05,80,0,Branch B,CASH004,SUP179,08:16:42,New,Phone,Duplicate Entries,12450,1,206.0
INV12452,CUST8177,SRV003,2024-04-05,Paid,No Leakage,Return,Debit Card,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,6,90.0,1800.0,1970.0,1970.0,0.0,300.0,0.05,80,0,Branch B,CASH015,SUP111,20:31:51,Wholesale,Online,No Anomaly,12452,0,1970.0
INV12455,CUST4019,SRV001,2024-07-07,Paid,No Leakage,Return,Cheque,Apples (1kg),No Service,Fruits,No Service,5,72.0,600.0,672.0,672.0,0.0,120.0,0.12,0,0,Branch B,CASH008,SUP171,11:25:16,Regular,Online,No Anomaly,12455,0,672.0
INV12459,CUST8141,SRV003,2023-02-07,Paid,Anomaly,Sale,Net Banking,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,5,150.0,1250.0,1480.0,1329.1295533856264,150.87044661437358,250.0,0.12,80,0,Branch B,CASH006,SUP110,14:40:11,Premium,Phone,Under Payment,12459,0,1480.0
INV12468,CUST2033,SRV001,2024-10-09,Failed,No Leakage,Return,Cheque,Lentils (1kg),No Service,Grains & Cereals,No Service,1,12.0,100.0,112.0,0.0,112.0,100.0,0.12,0,0,Online,CASH018,SUP160,11:16:29,Regular,Online,No Anomaly,12468,0,112.0
INV12470,CUST6233,SRV001,2023-03-25,Paid,No Leakage,Sale,Cash,Cheese (200g),No Service,Dairy & Eggs,No Service,9,162.0,1350.0,1512.0,1512.0,0.0,150.0,0.12,0,0,Main Store,CASH017,SUP167,20:22:57,Premium,Phone,No Anomaly,12470,0,1512.0
INV12473,CUST4153,SRV003,2023-01-14,Paid,No Leakage,Sale,Cash,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,2,16.2,90.0,186.2,186.2,0.0,45.0,0.18,80,0,Online,CASH009,SUP164,22:01:19,New,Phone,No Anomaly,12473,0,186.2
INV12474,CUST3248,SRV003,2023-01-27,Paid,Anomaly,Sale,Net Banking,Apples (1kg),Express Delivery,Fruits,Delivery Services,8,48.0,960.0,1088.0,1210.513084635223,-122.51308463522332,120.0,0.05,80,0,Online,CASH004,SUP149,13:45:59,Regular,Phone,Excess Payment,12474,0,1088.0
INV12475,CUST6028,SRV003,2024-03-15,Failed,Anomaly,Sale,UPI,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,7,56.7,315.0,451.7,167.96156359879282,283.7384364012072,45.0,0.18,80,0,Branch A,CASH012,SUP111,15:26:38,Wholesale,Online,Payment Status Mismatch,12475,0,451.7
INV12480,CUST2188,SRV001,2024-03-29,Failed,No Leakage,Sale,Net Banking,Salt (1kg),No Service,Pantry Staples,No Service,6,21.6,120.0,141.6,0.0,141.6,20.0,0.18,0,0,Main Store,CASH003,SUP118,12:25:22,Regular,In-Store,No Anomaly,12480,0,141.6
INV12481,CUST6355,SRV003,2023-10-17,Paid,No Leakage,Sale,UPI,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,9,72.89999999999999,405.0,557.9,557.9,0.0,45.0,0.18,80,0,Online,CASH007,SUP108,18:37:52,Regular,Online,No Anomaly,12481,0,557.9
INV12483,CUST1495,SRV001,2023-11-23,Pending,No Leakage,Return,Cheque,Rice (1kg),No Service,Grains & Cereals,No Service,6,18.0,360.0,378.0,0.0,378.0,60.0,0.05,0,0,Online,CASH014,SUP139,11:51:19,Premium,Phone,No Anomaly,12483,0,378.0
INV12486,CUST9618,SRV002,2024-09-21,Paid,Anomaly,Return,Credit Card,Apples (1kg),Standard Delivery,Fruits,Delivery Services,4,24.0,480.0,504.0,504.0,0.0,120.0,0.05,40,0,Branch A,CASH012,SUP195,06:30:13,New,Phone,Missing Charges,12486,0,544.0
INV12487,CUST6253,SRV003,2023-11-29,Paid,Anomaly,Sale,UPI,Soap (100g),Express Delivery,Personal Care,Delivery Services,2,14.4,80.0,174.4,205.0926557437912,-30.692655743791192,40.0,0.18,80,0,Online,CASH008,SUP153,02:45:03,New,Online,Excess Payment,12487,0,174.4
INV12491,CUST7087,SRV002,2024-09-11,Paid,No Leakage,Sale,Debit Card,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,10,126.0,700.0,866.0,866.0,0.0,70.0,0.18,40,0,Branch A,CASH018,SUP109,18:08:30,Wholesale,Phone,No Anomaly,12491,0,866.0
INV12492,CUST2681,SRV002,2024-03-27,Paid,No Leakage,Return,UPI,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,1,9.6,80.0,129.6,129.6,0.0,80.0,0.12,40,0,Online,CASH004,SUP111,23:47:26,Regular,Online,No Anomaly,12492,0,129.6
